,text,targets
685,"Cheryl is so moody , she 's four seasons in a day .","[{'span1': [7, 9], 'span_word': 'four seasons', 'label': 'nonliteral'}]"
686,"My love , you are my oxygen .","[{'span1': [6, 7], 'span_word': 'oxygen', 'label': 'nonliteral'}]"
687,"When my parents enrolled me in college , they basically sentenced me to death .","[{'span1': [10, 14], 'span_word': 'sentenced death', 'label': 'nonliteral'}]"
688,"This steak is so rare , I think I heard it moo .","[{'span1': [9, 12], 'span_word': 'heard moo', 'label': 'nonliteral'}]"
689,Our fight has been going on since the beginning of time .,"[{'span1': [8, 11], 'span_word': 'beginning time', 'label': 'nonliteral'}]"
690,He tolerated my annoying questions . That man is a saint .,"[{'span1': [10, 11], 'span_word': 'saint', 'label': 'nonliteral'}]"
691,They will kneel before his talent .,"[{'span1': [2, 3], 'span_word': 'kneel', 'label': 'nonliteral'}]"
692,His laughter shakes the walls .,"[{'span1': [2, 5], 'span_word': 'shakes walls', 'label': 'nonliteral'}]"
693,Your room is a jungle !,"[{'span1': [1, 5], 'span_word': 'room jungle', 'label': 'nonliteral'}]"
694,I am so tired I could sleep for a year .,"[{'span1': [9, 10], 'span_word': 'year', 'label': 'nonliteral'}]"
695,Every flavor is dynamite .,"[{'span1': [3, 4], 'span_word': 'dynamite', 'label': 'nonliteral'}]"
696,She is sinking in a sea of misery .,"[{'span1': [2, 6], 'span_word': 'sinking sea', 'label': 'nonliteral'}]"
697,We all cracked up at the joke .,"[{'span1': [2, 3], 'span_word': 'cracked', 'label': 'nonliteral'}]"
698,Well cooked vegetables can be pureed easily .,"[{'span1': [1, 2], 'span_word': 'cooked', 'label': 'literal'}]"
699,"Having been purified , the pilgrim would join a sacred orgy .","[{'span1': [10, 11], 'span_word': 'orgy', 'label': 'literal'}]"
700,The missions successfully went to the moon and back .,"[{'span1': [6, 9], 'span_word': 'moon back', 'label': 'literal'}]"
701,Spacetime is more complicated than space .,"[{'span1': [5, 6], 'span_word': 'space', 'label': 'literal'}]"
702,I have gone to visit the grave of a friend .,"[{'span1': [6, 7], 'span_word': 'grave', 'label': 'literal'}]"
703,"At the restaurant , they cleared the shelves out and put in some old tables .","[{'span1': [5, 8], 'span_word': 'cleared shelves', 'label': 'literal'}]"
704,I 've never heard of a hippo with a hernia .,"[{'span1': [6, 10], 'span_word': 'hippo hernia', 'label': 'literal'}]"
705,A mountain dominates the city .,"[{'span1': [1, 2], 'span_word': 'mountain', 'label': 'literal'}]"
706,Silver objects are rarer than golden ones in the tombs .,"[{'span1': [0, 6], 'span_word': 'silver golden', 'label': 'literal'}]"
707,Going to Mars was an out of the world experience .,"[{'span1': [5, 9], 'span_word': 'out of the world', 'label': 'literal'}]"
708,The monsoon in causing a fall in glacial temperatures .,"[{'span1': [7, 8], 'span_word': 'glacial', 'label': 'literal'}]"
709,Put these items into a little silk purse .,"[{'span1': [6, 8], 'span_word': 'silk purse', 'label': 'literal'}]"
710,A hair of his head began to grow again .,"[{'span1': [1, 5], 'span_word': 'hair head', 'label': 'literal'}]"
711,Watermelon is speckled with black seeds .,"[{'span1': [0, 1], 'span_word': 'watermelon', 'label': 'literal'}]"
712,"The story begins with a tempest in a teacup , and sugar cubes transforming into cruise ships .","[{'span1': [5, 9], 'span_word': 'tempest teacup', 'label': 'literal'}]"
713,The world could end if all insect species died .,"[{'span1': [1, 4], 'span_word': 'world could end', 'label': 'literal'}]"
714,We can use the force of a typhoon to generate wind power .,"[{'span1': [4, 8], 'span_word': 'force typhoon', 'label': 'literal'}]"
715,The end of the earth can not be found .,"[{'span1': [1, 5], 'span_word': 'end earth', 'label': 'literal'}]"
716,Each root is normally associated with a single hair .,"[{'span1': [7, 9], 'span_word': 'single hair', 'label': 'literal'}]"
717,Tuna devour small fish .,"[{'span1': [1, 2], 'span_word': 'devour', 'label': 'literal'}]"
718,You should use a sharp knife instead of a meat grinder .,"[{'span1': [4, 7], 'span_word': 'sharp knife instead', 'label': 'literal'}]"
719,"As the army forwards , it annihilates the enemy .","[{'span1': [6, 7], 'span_word': 'annihilates', 'label': 'literal'}]"
720,I have lived in the country all my life .,"[{'span1': [6, 9], 'span_word': 'all my life', 'label': 'literal'}]"
721,The hope they can restore is priceless .,"[{'span1': [6, 7], 'span_word': 'priceless', 'label': 'literal'}]"
722,"The princess was trapped in a tower , same as Rapunzel .","[{'span1': [8, 11], 'span_word': 'same as rapunzel', 'label': 'literal'}]"
723,You have no conception of the chemical composition of oil .,"[{'span1': [2, 4], 'span_word': 'no conception', 'label': 'literal'}]"
724,Waves endlessly tumble to shore .,"[{'span1': [1, 2], 'span_word': 'endlessly', 'label': 'literal'}]"
725,First aid for a bleeding nose is to pinch the nostrils .,"[{'span1': [4, 5], 'span_word': 'bleeding', 'label': 'literal'}]"
726,The bridge was destroyed .,"[{'span1': [3, 4], 'span_word': 'destroyed', 'label': 'literal'}]"
727,This tree branch resembles Pinocchio 's nose .,"[{'span1': [4, 7], 'span_word': ""resembles pinocchio 's nose"", 'label': 'literal'}]"
728,The historic building is going to burst into flames .,"[{'span1': [4, 7], 'span_word': 'going burst', 'label': 'literal'}]"
729,"Since my operation , I ca n't move .","[{'span1': [5, 8], 'span_word': ""ca n't move"", 'label': 'literal'}]"
730,Moses intended to go straight on into the promised land .,"[{'span1': [8, 10], 'span_word': 'promised land', 'label': 'literal'}]"
731,Our teacher who was recounting a fairy tale .,"[{'span1': [6, 8], 'span_word': 'fairy tale', 'label': 'literal'}]"
732,Propane vapor weighs more than air .,"[{'span1': [3, 6], 'span_word': 'more than air', 'label': 'literal'}]"
733,"The sky is unforgiving for computation mistakes , more than the sea .","[{'span1': [11, 12], 'span_word': 'sea', 'label': 'literal'}]"
734,"I witnessed the start of a new life , I am a dad now .","[{'span1': [6, 8], 'span_word': 'new life', 'label': 'literal'}]"
735,Through a phenomenal occurrence in nature,"[{'span1': [2, 3], 'span_word': 'phenomenal', 'label': 'literal'}]"
736,The future is invisible as a ghost .,"[{'span1': [6, 7], 'span_word': 'ghost', 'label': 'literal'}]"
737,The sultan was hiding precious gems in a pit of wonders set in his garden .,"[{'span1': [8, 11], 'span_word': 'pit wonders', 'label': 'literal'}]"
738,"I went to Canada and once left my phone in the open air . After some hours , it was cold as an ice box .","[{'span1': [23, 25], 'span_word': 'ice box', 'label': 'literal'}]"
739,Property companies continue to go bust .,"[{'span1': [5, 6], 'span_word': 'bust', 'label': 'literal'}]"
740,An earthquake can move mountains .,"[{'span1': [3, 5], 'span_word': 'move mountains', 'label': 'literal'}]"
741,Wildfires can scorch the soil .,"[{'span1': [2, 3], 'span_word': 'scorch', 'label': 'literal'}]"
742,The film is about the miraculous healing of a sick child .,"[{'span1': [5, 6], 'span_word': 'miraculous', 'label': 'literal'}]"
743,"Olives are available , either plain or stuffed with almonds .","[{'span1': [7, 8], 'span_word': 'stuffed', 'label': 'literal'}]"
744,Venus seems to shine like stars .,"[{'span1': [3, 6], 'span_word': 'shine like stars', 'label': 'literal'}]"
745,I will watch fireworks in my hometown .,"[{'span1': [3, 4], 'span_word': 'fireworks', 'label': 'literal'}]"
746,Youth unemployment figures shame the government .,"[{'span1': [3, 4], 'span_word': 'shame', 'label': 'literal'}]"
747,The river runs dry .,"[{'span1': [2, 4], 'span_word': 'runs dry', 'label': 'literal'}]"
748,This is the first crest to be found on the fossil of a dinosaur .,"[{'span1': [13, 14], 'span_word': 'dinosaur', 'label': 'literal'}]"
749,The boy 's uniform was slashed into ribbons .,"[{'span1': [7, 8], 'span_word': 'boy ribbons', 'label': 'literal'}]"
750,I am ready to give my life to save my brother .,"[{'span1': [4, 7], 'span_word': 'give life', 'label': 'literal'}]"
751,There exists a boundless number of points within a space .,"[{'span1': [3, 4], 'span_word': 'boundless', 'label': 'literal'}]"
752,Landing into the next planet will be an exciting experience .,"[{'span1': [3, 5], 'span_word': 'next planet', 'label': 'literal'}]"
753,Deterioration in road safety was witnessed in both the countries .,"[{'span1': [9, 10], 'span_word': 'countries', 'label': 'literal'}]"
754,One belief is that you can hear the angel music when you pass out .,"[{'span1': [8, 10], 'span_word': 'angel music', 'label': 'literal'}]"
755,A hundred eyes stare at him .,"[{'span1': [1, 3], 'span_word': 'hundred eyes', 'label': 'literal'}]"
756,We have n't talked for months .,"[{'span1': [5, 6], 'span_word': 'months', 'label': 'literal'}]"
757,"With only an arm and a leg , she crawled across the deck .","[{'span1': [3, 7], 'span_word': 'arm leg', 'label': 'literal'}]"
758,Even a baby could understand what is going on here .,"[{'span1': [0, 3], 'span_word': 'even a baby', 'label': 'literal'}]"
759,What Jesus did is beyond belief : he transformed water into wine .,"[{'span1': [4, 6], 'span_word': 'beyond belief', 'label': 'literal'}]"
760,This site has been a settlement since the Stone Age .,"[{'span1': [8, 10], 'span_word': 'stone age', 'label': 'literal'}]"
761,The exorcist claimed he was able to talk to the Devil .,"[{'span1': [10, 11], 'span_word': 'devil', 'label': 'literal'}]"
762,Nothing is impossible in a child 's imagination .,"[{'span1': [0, 7], 'span_word': ""nothing impossible 's"", 'label': 'literal'}]"
763,"The movie lasted one hour , but seemed longer .","[{'span1': [7, 9], 'span_word': 'seemed longer', 'label': 'literal'}]"
764,Volcanoes erupt underwater .,"[{'span1': [1, 2], 'span_word': 'erupt', 'label': 'literal'}]"
765,Nobody seems to have explained this to her .,"[{'span1': [0, 1], 'span_word': 'nobody', 'label': 'literal'}]"
766,Evolutionists gave a natural origin to human institutions instead of a supernatural origin .,"[{'span1': [11, 12], 'span_word': 'supernatural', 'label': 'literal'}]"
767,"Trapped in a tower , the princess spent her days drawing .","[{'span1': [0, 4], 'span_word': 'trapped tower', 'label': 'literal'}]"
768,Our warehouse could house a commercial aircraft .,"[{'span1': [3, 7], 'span_word': 'house a commercial aircraft', 'label': 'literal'}]"
769,We were traversing the vast desert of Isran .,"[{'span1': [4, 6], 'span_word': 'vast desert', 'label': 'literal'}]"
770,He may still lose an arm from that attack .,"[{'span1': [3, 6], 'span_word': 'lose arm', 'label': 'literal'}]"
771,Make sure all excess liquid dried up .,"[{'span1': [5, 7], 'span_word': 'dried up', 'label': 'literal'}]"
772,Fungi are filled with dust-like spores .,"[{'span1': [4, 5], 'span_word': 'dust-like', 'label': 'literal'}]"
773,Iron is indispensable for photosynthesis .,"[{'span1': [2, 3], 'span_word': 'indispensable', 'label': 'literal'}]"
774,Epic poems have been created throughout history .,"[{'span1': [0, 1], 'span_word': 'epic', 'label': 'literal'}]"
775,Terry saw some apes biting themselves and gnawing at the bars .,"[{'span1': [7, 8], 'span_word': 'gnawing', 'label': 'literal'}]"
776,The foundations of the empire were beginning to weaken .,"[{'span1': [4, 5], 'span_word': 'empire', 'label': 'literal'}]"
777,There was no one there but the family .,"[{'span1': [2, 4], 'span_word': 'no one', 'label': 'literal'}]"
778,The judge was shot to death in the front seat .,"[{'span1': [5, 6], 'span_word': 'death', 'label': 'literal'}]"
779,A moth looks like a worm .,"[{'span1': [3, 6], 'span_word': 'like worm', 'label': 'literal'}]"
780,The price is the same for all cards .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
781,I had no bones in the jaw .,"[{'span1': [3, 4], 'span_word': 'bones', 'label': 'literal'}]"
782,I want to scratch my skin off whenever my muscles itch .,"[{'span1': [9, 11], 'span_word': 'muscles itch', 'label': 'literal'}]"
783,The blast blew out windows and lifted the roof .,"[{'span1': [6, 9], 'span_word': 'lifted roof', 'label': 'literal'}]"
784,So you are a clown who uses music .,"[{'span1': [4, 5], 'span_word': 'clown', 'label': 'literal'}]"
785,Caterpillars grow wings and become butterflies .,"[{'span1': [1, 3], 'span_word': 'grow wings', 'label': 'literal'}]"
786,He had a blind eye .,"[{'span1': [3, 4], 'span_word': 'blind', 'label': 'literal'}]"
787,Attempts were made to help improve the situation .,"[{'span1': [2, 3], 'span_word': 'made', 'label': 'literal'}]"
788,A perfect circle then forms on the surface .,"[{'span1': [1, 2], 'span_word': 'perfect', 'label': 'literal'}]"
789,Tree trucks had to go twenty miles out of the way .,"[{'span1': [0, 2], 'span_word': 'tree trucks', 'label': 'literal'}]"
790,"The main character in the book struggles to achieve a tender relationship , despite him being a zombie .","[{'span1': [17, 18], 'span_word': 'zombie', 'label': 'literal'}]"
791,My right arm became painful . It hurts my shoulder .,"[{'span1': [4, 8], 'span_word': 'painful hurts', 'label': 'literal'}]"
792,Amphibians in the wild are food for other animals .,"[{'span1': [5, 6], 'span_word': 'food', 'label': 'literal'}]"
793,Several missiles were fired at us .,"[{'span1': [3, 6], 'span_word': 'fired us', 'label': 'literal'}]"
794,Pure black goes with everything .,"[{'span1': [0, 2], 'span_word': 'pure black', 'label': 'literal'}]"
795,The singer was found dead today .,"[{'span1': [4, 6], 'span_word': 'dead today', 'label': 'literal'}]"
796,Your baby is already hairy like the back of my hand .,"[{'span1': [5, 11], 'span_word': 'like back hand', 'label': 'literal'}]"
797,The structures can be demolished with a wrecking ball .,"[{'span1': [7, 9], 'span_word': 'wrecking ball', 'label': 'literal'}]"
798,You 've lost your wallet .,"[{'span1': [1, 3], 'span_word': ""'ve lost"", 'label': 'literal'}]"
799,Shapeless emotions began to well up inside her .,"[{'span1': [0, 1], 'span_word': 'shapeless', 'label': 'literal'}]"
800,The ruler authorized a mission to search for the grail .,"[{'span1': [9, 10], 'span_word': 'grail', 'label': 'literal'}]"
801,I depend on nicotine for emotional stability .,"[{'span1': [1, 2], 'span_word': 'depend', 'label': 'literal'}]"
802,All that sugar might give me diabetes one day .,"[{'span1': [4, 7], 'span_word': 'give diabetes', 'label': 'literal'}]"
803,They used a magnetized needle .,"[{'span1': [3, 4], 'span_word': 'magnetized', 'label': 'literal'}]"
804,The current sort of short-circuits through their body .,"[{'span1': [2, 5], 'span_word': 'sort short-circuits', 'label': 'literal'}]"
805,Meteorites seem to contain cosmic dust .,"[{'span1': [4, 5], 'span_word': 'cosmic', 'label': 'literal'}]"
806,The hotel was only half a mile away .,"[{'span1': [6, 8], 'span_word': 'mile away', 'label': 'literal'}]"
807,Roots hold the plant 's lifeblood .,"[{'span1': [4, 6], 'span_word': ""'s lifeblood"", 'label': 'literal'}]"
808,He starts bleeding and crying pitifully .,"[{'span1': [5, 6], 'span_word': 'pitifully', 'label': 'literal'}]"
809,"In the ethereal world of dreams , we can understand our lives .","[{'span1': [2, 3], 'span_word': 'ethereal', 'label': 'literal'}]"
810,I need say no more : you say it all better .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
811,The compass needle points towards the North star .,"[{'span1': [6, 8], 'span_word': 'north star', 'label': 'literal'}]"
812,Maple syrup is sweeter than honey to my mouth !,"[{'span1': [3, 6], 'span_word': 'sweeter honey', 'label': 'literal'}]"
813,A village on the estuary has doubled in size since last year .,"[{'span1': [8, 11], 'span_word': 'size since last', 'label': 'literal'}]"
814,You ridiculously disguised as a captain .,"[{'span1': [1, 2], 'span_word': 'ridiculously', 'label': 'literal'}]"
815,The bricklayers are drilling in the wrong place .,"[{'span1': [3, 4], 'span_word': 'drilling', 'label': 'literal'}]"
816,Two others surviving against the odds are the Siamese twins .,"[{'span1': [8, 10], 'span_word': 'siamese twins', 'label': 'literal'}]"
817,They shouted `` Crucify him ! '' with the whole world 's sin upon his back .,"[{'span1': [9, 11], 'span_word': 'whole world', 'label': 'literal'}]"
818,You have run out of biscuits .,"[{'span1': [2, 3], 'span_word': 'run', 'label': 'literal'}]"
819,"After the incident , her finger turned blue .","[{'span1': [6, 8], 'span_word': 'turned blue', 'label': 'literal'}]"
820,Some stars in the firmament have a name .,"[{'span1': [4, 5], 'span_word': 'firmament', 'label': 'literal'}]"
821,She made a costume to match her puppet .,"[{'span1': [7, 8], 'span_word': 'puppet', 'label': 'literal'}]"
822,"Do n't blame him , he 's still a kid .","[{'span1': [7, 10], 'span_word': 'still kid', 'label': 'literal'}]"
823,These products are tested at least eighty thousand times .,"[{'span1': [5, 9], 'span_word': 'least eighty thousand times', 'label': 'literal'}]"
824,"At the beginning of the century , people forecasted the end of the world .","[{'span1': [10, 14], 'span_word': 'end world', 'label': 'literal'}]"
825,It is a truth universally acknowledged that crying is a sign of sadness .,"[{'span1': [3, 6], 'span_word': 'truth universally acknowledged', 'label': 'literal'}]"
826,I could never rise so high .,"[{'span1': [2, 3], 'span_word': 'never', 'label': 'literal'}]"
827,The exhibition runs the whole gamut of artistic styles .,"[{'span1': [4, 6], 'span_word': 'whole gamut', 'label': 'literal'}]"
828,The victims are going to be harassed by the media .,"[{'span1': [6, 7], 'span_word': 'harassed', 'label': 'literal'}]"
829,Sentries were given some bullets .,"[{'span1': [4, 5], 'span_word': 'bullets', 'label': 'literal'}]"
830,The tiger paid them a visit .,"[{'span1': [1, 2], 'span_word': 'tiger', 'label': 'literal'}]"
831,The priest said that compassion is a stairway to heaven .,"[{'span1': [7, 10], 'span_word': 'stairway heaven', 'label': 'literal'}]"
832,No other jurisdiction has been established yet .,"[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
833,Drugs drive me crazy .,"[{'span1': [3, 4], 'span_word': 'crazy', 'label': 'literal'}]"
834,Classical statues represent an ideal of perfection .,"[{'span1': [6, 7], 'span_word': 'perfection', 'label': 'literal'}]"
835,The vault of the ceiling was painted in yellow .,"[{'span1': [1, 2], 'span_word': 'vault', 'label': 'literal'}]"
836,So many languages are spoken in the world .,"[{'span1': [7, 8], 'span_word': 'world', 'label': 'literal'}]"
837,This robot can lift a sumo wrestler .,"[{'span1': [5, 7], 'span_word': 'sumo wrestler', 'label': 'literal'}]"
838,They bought the whole flock of sheep .,"[{'span1': [4, 7], 'span_word': 'flock sheep', 'label': 'literal'}]"
839,Many colors reflected in a bubble of foam .,"[{'span1': [5, 6], 'span_word': 'bubble', 'label': 'literal'}]"
840,That man accomplishes whatsoever he promises .,"[{'span1': [1, 4], 'span_word': 'man whatsoever', 'label': 'literal'}]"
841,These economic strategies seem absurdly short-term .,"[{'span1': [4, 5], 'span_word': 'absurdly', 'label': 'literal'}]"
842,Many Christians are not focusing on heaven .,"[{'span1': [6, 7], 'span_word': 'heaven', 'label': 'literal'}]"
843,I remove all vegetation until none is left to sprout up later .,"[{'span1': [5, 8], 'span_word': 'none left', 'label': 'literal'}]"
844,Having some grass over my dead body sounds good .,"[{'span1': [5, 7], 'span_word': 'dead body', 'label': 'literal'}]"
845,The young ladies plunge into the pool .,"[{'span1': [3, 4], 'span_word': 'plunge', 'label': 'literal'}]"
846,"In this geometric pattern , the lines are poker straight .","[{'span1': [0, 1], 'span_word': '', 'label': 'literal'}]"
847,Carrol invented a wonderland with different logical rules .,"[{'span1': [3, 4], 'span_word': 'wonderland', 'label': 'literal'}]"
848,Fulfillment is bliss .,"[{'span1': [2, 3], 'span_word': 'bliss', 'label': 'literal'}]"
849,The barricade dissolved in an explosion of smoke .,"[{'span1': [5, 6], 'span_word': 'explosion', 'label': 'literal'}]"
850,My mom earns a thousand dollars a month .,"[{'span1': [4, 5], 'span_word': 'thousand', 'label': 'literal'}]"
851,Peter won glory on the field of battle .,"[{'span1': [2, 3], 'span_word': 'glory', 'label': 'literal'}]"
852,The male can maintain a distribution of grooming up to a harem size of five females .,"[{'span1': [11, 12], 'span_word': 'harem', 'label': 'literal'}]"
853,"In some stories , Cerberus is a three-headed monster .","[{'span1': [8, 9], 'span_word': 'monster', 'label': 'literal'}]"
854,"A bat coul n't see the pole , so he flew away .","[{'span1': [3, 5], 'span_word': ""n't see"", 'label': 'literal'}]"
855,Her father was sentenced to death .,"[{'span1': [5, 6], 'span_word': 'death', 'label': 'literal'}]"
856,A land mine fell near shifting the two roads .,"[{'span1': [1, 3], 'span_word': 'land mine', 'label': 'literal'}]"
857,You set unattainable goals .,"[{'span1': [2, 3], 'span_word': 'unattainable', 'label': 'literal'}]"
858,"Had the Romans used our advanced weapons , they would have appeared invincible .","[{'span1': [12, 13], 'span_word': 'invincible', 'label': 'literal'}]"
859,"When the last resident left , Masten became a ghost town .","[{'span1': [9, 11], 'span_word': 'ghost town', 'label': 'literal'}]"
860,Villagers live in terror that they would be bitten by a vampire .,"[{'span1': [11, 12], 'span_word': 'vampire', 'label': 'literal'}]"
861,Old religious believe a miracle has happened .,"[{'span1': [4, 5], 'span_word': 'miracle', 'label': 'literal'}]"
862,The glasses are cold like a dead man .,"[{'span1': [6, 8], 'span_word': 'dead man', 'label': 'literal'}]"
863,The lost prince from India began his reign in the before Christ .,"[{'span1': [1, 12], 'span_word': 'lost christ', 'label': 'literal'}]"
864,A Ninja complied with no code of honour in combat situations .,"[{'span1': [1, 2], 'span_word': 'ninja', 'label': 'literal'}]"
865,"Move , there 's no time to explain everything now .","[{'span1': [0, 6], 'span_word': ""move 's time"", 'label': 'literal'}]"
866,"If I were the happiest man alive , I 'd tell you .","[{'span1': [4, 7], 'span_word': 'happiest man alive', 'label': 'literal'}]"
867,Skiers are about to be hit by an avalanche .,"[{'span1': [5, 9], 'span_word': 'hit avalanche', 'label': 'literal'}]"
868,There are differences that they can see but can not label with a word .,"[{'span1': [13, 14], 'span_word': 'word', 'label': 'literal'}]"
869,People continue to die of starvation .,"[{'span1': [3, 6], 'span_word': 'die starvation', 'label': 'literal'}]"
870,People often make wordless sounds to convey messages .,"[{'span1': [3, 4], 'span_word': 'wordless', 'label': 'literal'}]"
871,Frank is ready to fly off the continent .,"[{'span1': [0, 8], 'span_word': 'frank continent', 'label': 'literal'}]"
872,We had to bow to the prince .,"[{'span1': [3, 4], 'span_word': 'bow', 'label': 'literal'}]"
873,"To play the online game , you must buy a license .","[{'span1': [7, 9], 'span_word': 'must buy', 'label': 'literal'}]"
874,Pokémon Go is considered a high tech game .,"[{'span1': [5, 8], 'span_word': 'high tech game', 'label': 'literal'}]"
875,A diesel tanker fell into a drain .,"[{'span1': [2, 7], 'span_word': 'tanker drain', 'label': 'literal'}]"
876,He did n't like the people or the god of their cult .,"[{'span1': [8, 9], 'span_word': 'god', 'label': 'literal'}]"
877,Those who have severe sleep apnea do not breathe without a mask .,"[{'span1': [8, 10], 'span_word': 'breathe without', 'label': 'literal'}]"
878,Children were kept out of the world of adult entertainment .,"[{'span1': [6, 7], 'span_word': 'world', 'label': 'literal'}]"
879,"Please , do n't ever harm yourself .","[{'span1': [3, 5], 'span_word': ""n't ever"", 'label': 'literal'}]"
880,Someone stabbed me in the back but missed my heart .,"[{'span1': [1, 6], 'span_word': 'stabbed back', 'label': 'literal'}]"
881,The writer created also another fabulous heroine in the book .,"[{'span1': [5, 6], 'span_word': 'fabulous', 'label': 'literal'}]"
882,This subsonic airliner breaks the sound barrier .,"[{'span1': [5, 7], 'span_word': 'sound barrier', 'label': 'literal'}]"
883,I broke my ribs riding my bike .,"[{'span1': [1, 4], 'span_word': 'broke ribs', 'label': 'literal'}]"
884,Get a piece of sandpaper and rub it across the section of wood .,"[{'span1': [2, 5], 'span_word': 'piece sandpaper', 'label': 'literal'}]"
885,I 've been exercising for lots of months .,"[{'span1': [7, 8], 'span_word': 'months', 'label': 'literal'}]"
886,It is purple and green like the feather of a peacock .,"[{'span1': [5, 8], 'span_word': 'like feather', 'label': 'literal'}]"
887,"Of the typical paranormal entities , only UFO are associated with machines .","[{'span1': [7, 8], 'span_word': 'ufo', 'label': 'literal'}]"
888,The energy absorbed by the atmosphere causes hurricanes .,"[{'span1': [6, 8], 'span_word': 'causes hurricanes', 'label': 'literal'}]"
889,The priest pointed up towards God .,"[{'span1': [5, 6], 'span_word': 'god', 'label': 'literal'}]"
890,Small mammal bone is blown away by wind .,"[{'span1': [4, 6], 'span_word': 'blown away', 'label': 'literal'}]"
891,It is unthinkable that a child can solve differential equation .,"[{'span1': [2, 3], 'span_word': 'unthinkable', 'label': 'literal'}]"
892,The spacecraft did not reach its intended orbit .,"[{'span1': [1, 2], 'span_word': 'spacecraft', 'label': 'literal'}]"
893,Colorful paintings hang on every wall of my bedroom .,"[{'span1': [2, 5], 'span_word': 'hang every', 'label': 'literal'}]"
894,He emerged upon a mountain top in the clean air .,"[{'span1': [4, 5], 'span_word': 'mountain', 'label': 'literal'}]"
895,Crystals took ages to form .,"[{'span1': [2, 3], 'span_word': 'ages', 'label': 'literal'}]"
896,First relief arrives after eight days .,"[{'span1': [4, 6], 'span_word': 'eight days', 'label': 'literal'}]"
897,The patient may still be irreversibly comatose .,"[{'span1': [6, 7], 'span_word': 'comatose', 'label': 'literal'}]"
898,Commercial netting was prohibited within the sanctuary .,"[{'span1': [6, 7], 'span_word': 'sanctuary', 'label': 'literal'}]"
899,The Persian king Xerxes wanted to conquer the world .,"[{'span1': [6, 9], 'span_word': 'conquer world', 'label': 'literal'}]"
900,People welcomed the Queen of Denmark .,"[{'span1': [3, 4], 'span_word': 'queen', 'label': 'literal'}]"
901,I could ride the wave of popularity .,"[{'span1': [1, 3], 'span_word': 'could ride', 'label': 'literal'}]"
902,"In one night , snow vanished into thin air .","[{'span1': [7, 9], 'span_word': 'thin air', 'label': 'literal'}]"
903,I just bought a brand new phone .,"[{'span1': [4, 6], 'span_word': 'brand new', 'label': 'literal'}]"
904,I want to give my possessions to charity .,"[{'span1': [3, 6], 'span_word': 'give possessions', 'label': 'literal'}]"
905,We were directed to nowhere in particular .,"[{'span1': [4, 5], 'span_word': 'nowhere', 'label': 'literal'}]"
906,"He , who was dying of asphyxiation , gave one final glance at his horse .","[{'span1': [4, 15], 'span_word': 'dying horse', 'label': 'literal'}]"
907,"The emperor 's statue is here , throned in blue sky like a sphinx .","[{'span1': [9, 12], 'span_word': 'blue sky like', 'label': 'literal'}]"
908,He broadens his influence by traveling to different cities .,"[{'span1': [1, 2], 'span_word': 'broadens', 'label': 'literal'}]"
909,Human capacity to invent meaning objects is the root of culture .,"[{'span1': [8, 9], 'span_word': 'root', 'label': 'literal'}]"
910,He actually found a needle in a haystack ... how ironic !,"[{'span1': [4, 5], 'span_word': 'needle', 'label': 'literal'}]"
911,He caught some virus from a jungle .,"[{'span1': [6, 7], 'span_word': 'jungle', 'label': 'literal'}]"
912,Stones were catapulted against the wall of the city .,"[{'span1': [2, 3], 'span_word': 'catapulted', 'label': 'literal'}]"
913,Mash the avocado to a pulp .,"[{'span1': [5, 6], 'span_word': 'pulp', 'label': 'literal'}]"
914,The gate of the school is made of iron .,"[{'span1': [6, 9], 'span_word': 'made iron', 'label': 'literal'}]"
915,The doctor checked the ankle for an injury to the bone .,"[{'span1': [10, 11], 'span_word': 'bone', 'label': 'literal'}]"
916,Breathing is a no brainer exercise .,"[{'span1': [4, 5], 'span_word': 'brainer', 'label': 'literal'}]"
917,Orpheus descended into hell to rescue Eurydice .,"[{'span1': [3, 4], 'span_word': 'hell', 'label': 'literal'}]"
918,We heard the roaring deluge of the river .,"[{'span1': [3, 5], 'span_word': 'roaring deluge', 'label': 'literal'}]"
919,"The gang left him dazed , bleeding .","[{'span1': [4, 5], 'span_word': 'dazed', 'label': 'literal'}]"
920,He managed to break every bone in his middle finger .,"[{'span1': [3, 6], 'span_word': 'break every bone', 'label': 'literal'}]"
921,The brain of a chicken is small .,"[{'span1': [1, 5], 'span_word': 'brain chicken', 'label': 'literal'}]"
922,I 'd been yo-yoing up and down a rollercoaster .,"[{'span1': [8, 9], 'span_word': 'rollercoaster', 'label': 'literal'}]"
923,She felt as if she would pass out .,"[{'span1': [6, 7], 'span_word': 'pass', 'label': 'literal'}]"
924,Many terminally ill people want to die .,"[{'span1': [4, 7], 'span_word': 'want die', 'label': 'literal'}]"
925,The steps at the front entrance were demolished,"[{'span1': [7, 8], 'span_word': 'demolished', 'label': 'literal'}]"
926,A gecko climbed up to the ceiling .,"[{'span1': [6, 7], 'span_word': 'ceiling', 'label': 'literal'}]"
927,They learnt that explosives could split rocks .,"[{'span1': [4, 7], 'span_word': 'could split rocks', 'label': 'literal'}]"
